case_id,t_state,p_name,p_year,p_tnum,p_cap,xlong,ylat
3027572,ME,Stetson Wind expansion,2010.0,17,25.5,-67.959503,45.584990999999995
3027589,ME,Rollins,2011.0,40,60.0,-68.36460100000001,45.374390000000005
3027614,WV,"NedPower Mount Storm, Phase II",2008.0,50,100.0,-79.246796,39.176792
3027615,IN,Hoosier,2009.0,53,106.0,-87.22829399999999,40.735191
3027665,ME,Presque Isle,2009.0,1,0.6,-68.02020300000001,46.667389
3027722,IA,Iowa Lakes Lakota Wind,2009.0,7,10.5,-94.130493,43.380192
3027727,IA,Iowa Lakes Superior Wind,2009.0,7,10.5,-94.976791,43.451091999999996
3027731,MA,Falmouth Notus,2010.0,1,1.65,-70.608902,41.60849
3027848,IL,Blackstone (Top Crop),2009.0,68,102.0,-88.59429200000001,41.164494
3027916,MI,Michigan Wind I,2008.0,46,69.0,-82.887497,43.752491
3027962,MA,Berkshire Wind,2011.0,10,15.0,-73.274597,42.589890000000004
3027985,IA,Whispering Willow I,2009.0,121,199.65,-93.16239200000001,42.594994
3028134,PA,Armenia Mountain,2009.0,67,100.5,-76.984695,41.743190999999996
3028200,IA,Crane Creek,2009.0,66,99.0,-92.518394,43.430393
3028323,SD,Buffalo Ridge II,2010.0,105,210.0,-96.660088,44.491093
3028357,OK,OU Spirit,2009.0,44,101.2,-99.535393,36.339195000000004
3028389,NM,High Lonesome,2009.0,40,100.0,-105.97458600000002,34.498695
3028440,OR,Leaning Juniper II,2011.0,43,90.3,-120.298988,45.650795
3028442,TX,Papalote Creek,2009.0,109,179.85,-97.532089,27.931696000000002
3028515,TX,Sunray II,2009.0,26,39.0,-101.921791,35.964794
3028536,TX,Sunray I,2009.0,7,10.5,-101.888191,35.935992999999996
3028547,TX,DeWind Little Pringle #2,2010.0,5,10.0,-101.540192,35.964294
3028552,TX,DeWind Little Pringle #1,2010.0,5,10.0,-101.541389,35.924892
3028559,CA,Windland,2009.0,2,3.0,-118.33438100000001,35.091590999999994
3028561,TX,Langford,2009.0,100,150.0,-100.736992,31.135494
3028562,WA,Vantage Point,2010.0,60,90.0,-120.20418500000001,46.951492
3028568,WA,Linden,2010.0,25,50.0,-120.798988,45.733795
3028584,WA,Windy Point II,2009.0,88,202.4,-120.86608899999999,45.703194
3028603,OR,Biglow Canyon II,2009.0,65,149.5,-120.674484,45.661095
3028671,AK,Hooper Bay,2008.0,3,0.3,-166.09758,61.535702
3028675,CA,Shiloh II,2009.0,33,66.0,-121.87208600000001,38.196896
3028707,WY,Glenrock,2008.0,66,99.0,-105.82788799999999,43.098892
3028710,WA,Coastal Energy,2010.0,4,6.0,-124.06868700000001,46.794094
3028743,TX,Panther Creek III,2009.0,133,199.5,-101.098793,32.034195000000004
3028876,AZ,Dry Lake,2009.0,30,63.0,-110.31539199999999,34.638496
3028902,WY,Happy Jack,2008.0,14,29.4,-104.994293,41.132492
3028916,WY,Silver Sage,2009.0,20,42.0,-105.03618600000001,41.137192
3028933,WY,Rolling Hills,2009.0,66,99.0,-105.81899299999999,43.132793
3029016,UT,Milford Phase I,2009.0,58,145.0,-112.91809099999999,38.494495
3029118,TX,Harbor Wind,2012.0,6,9.0,-97.44448100000001,27.832155
3029127,WY,Casper Wind Farm,2009.0,11,16.5,-106.23308600000001,42.884392
3029136,TX,Loraine,2010.0,67,100.5,-100.773094,32.484196000000004
3029233,CO,Northeast Colorado Wind,2009.0,66,151.8,-102.897087,40.988094
3029375,CA,Edom Hills (repower),2008.0,8,20.0,-116.46798700000001,33.886295000000004
3029383,MT,Rim Rock,2012.0,126,189.0,-112.248085,48.781094
3029438,OR,PaTu Wind Farm,2010.0,6,9.0,-120.617287,45.610195000000004
3029474,WA,Wild Horse II,2009.0,22,44.0,-120.23668700000002,47.066593
3029559,OK,Buffalo Bear,2008.0,9,18.9,-99.635292,36.776894
3029568,CA,Brookfield Tehachapi 1 (CCDLP),2012.0,34,102.0,-118.333176,35.055397
3029570,OR,Combine Hills II,2009.0,63,63.0,-118.66169,45.964294
3029640,OR,Elkhorn Valley (08),2008.0,2,3.3,-117.78908500000001,45.109394
3029642,MA,Massachusetts Maritime Academy,2006.0,1,0.66,-70.623802,41.74139
3029643,TX,Penescal,2009.0,84,201.6,-97.49249300000001,27.133896000000004
3029648,ND,Ashtabula II,2009.0,80,120.0,-97.925392,47.321991
3029652,SD,Day County Wind Project,2010.0,66,99.0,-97.915894,45.230793
3029663,DE,University of Delaware,2010.0,1,2.0,-75.164902,38.78289
3029664,IL,Lee/DeKalb,2009.0,145,217.5,-88.880997,41.844494
3029667,OH,Conneaut Middle School,2010.0,1,0.6,-80.559395,41.926193
3029668,OH,Conneaut Waste Water Treatment,2010.0,1,0.4,-80.552094,41.968792
3029676,IA,Story II (aka Garden Wind),2009.0,100,150.0,-93.460297,42.300990999999996
3029738,NY,Hardscrabble,2011.0,37,74.0,-74.904701,43.206790999999996
3029744,VT,Georgia Mountain,2012.0,4,10.0,-73.06871,44.658684
3029749,WV,Pinnacle,2011.0,15,36.0,-79.033501,39.440891
3029779,WI,Blue Sky - Green Field,2008.0,88,145.2,-88.261993,43.865192
3029781,MA,Falmouth Wastewater,2010.0,1,1.65,-70.620796,41.605892
3029782,KS,Greensburg,2010.0,10,12.5,-99.358589,37.550694
3029827,VT,Sheffield,2011.0,12,30.0,-72.104401,44.670891
3029830,IN,Meadow Lake III,2010.0,69,103.5,-87.019196,40.58279
3029880,PA,Highland North,2012.0,30,75.0,-78.71159399999999,40.312393
3029914,IN,Meadow Lake IV,2010.0,47,98.7,-87.037094,40.669292
3029924,ND,Wilton Wind Energy Center II,2009.0,33,49.5,-100.703888,47.12619
3029938,MN,Lakefield,2011.0,137,205.5,-95.133492,43.612792999999996
3030377,IL,Blackstone (Top Crop) II,2010.0,132,198.0,-88.478996,41.194191
3030480,ND,Cedar Hills,2010.0,13,19.5,-103.783691,46.240894
3030493,IN,Fowler Ridge II,2009.0,133,199.5,-87.523895,40.554790000000004
3030548,IA,Lost Lakes Wind Farm,2009.0,61,100.65,-95.242592,43.36499
3030577,PA,Stony Creek,2009.0,35,52.5,-78.844696,40.013992
3030611,ND,Luverne,2009.0,33,49.5,-97.933495,47.336193
3030660,MN,Willmar,2009.0,2,4.0,-95.00799599999999,45.156693
3030680,MI,Stoney Corners - Repower,2009.0,7,14.35,-85.323296,44.19099
3030682,NH,Granite Reliable Power,2012.0,33,99.0,-71.316002,44.840590999999996
3030691,ME,Fox Islands,2009.0,3,4.5,-68.866302,44.09259
3030694,PA,Chestnut Flats,2011.0,17,34.0,-78.488098,40.516391999999996
3030695,ME,"Kibby Mountain, phase I",2009.0,22,66.0,-70.537796,45.410393
3030722,SD,Titan I,2009.0,10,25.0,-99.163391,44.469093
3030738,IL,White Oak,2011.0,100,150.0,-89.027397,40.562492
3030756,MA,Mark Richey Woodworking,2009.0,1,0.6,-70.88069899999999,42.802890999999995
3030757,IN,Meadow Lake II,2010.0,66,99.0,-87.089394,40.657191999999995
3030840,IA,Osage Utilities,2009.0,1,1.5,-92.840591,43.292491999999996
3030894,MO,Loess Hills Wind Project,2008.0,4,5.0,-95.53999300000001,40.414394
3030898,MO,Cow Branch Wind Project,2008.0,24,50.4,-95.473495,40.443690999999994
3030922,MO,Conception Wind Project,2008.0,24,50.4,-94.672195,40.257092
3030946,MO,Bluegrass Ridge,2007.0,27,56.7,-94.486694,40.100390999999995
3030973,ND,Prairie Winds ND 1,2009.0,77,115.5,-101.24069200000001,47.93869
3031046,ND,Prairie Winds Minot Wind 2,2009.0,3,4.5,-101.280487,48.021190999999995
3031055,MN,Bent Tree,2011.0,122,201.3,-93.47219100000001,43.790394
3031183,MN,Elm Creek II,2010.0,62,148.8,-94.88839,43.672791
3031201,MN,Shakopee Mdewakanton Sioux,2009.0,1,1.5,-93.48299399999999,44.736092
3031202,IA,Crystal Lake III,2009.0,44,66.0,-93.90379300000001,43.374393
3031245,MO,Lost Creek Ridge Wind Farm,2010.0,99,148.5,-94.48979200000001,40.030293
3031352,MN,Taconite Ridge Energy Center,2008.0,10,25.0,-92.616089,47.572891
3031514,MN,Norgaard (7 Projects),2006.0,7,8.75,-96.32579,44.314693
3031613,MN,Wolf,2006.0,5,6.25,-95.777992,43.583393
3031731,IA,Clark Thompson 1,2009.0,1,0.9,-93.592392,42.208092
3031734,MN,Winona,2011.0,2,1.5,-91.923294,44.115390999999995
3031857,IN,Tippecanoe Valley School Corporation,2011.0,1,0.9,-86.04409799999999,41.110991999999996
3031896,MN,Woodstock Municipal Wind,2010.0,1,0.75,-96.22719599999999,44.024390999999994
3031899,MD,Criterion,2010.0,28,70.0,-79.371796,39.339993
3031905,VT,Dynapower,2010.0,1,0.1,-73.155098,44.442989000000004
3031906,ND,Bison 1B (2011),2011.0,7,21.0,-101.554092,46.967293
3031908,ND,Bison Wind 1A,2010.0,16,36.8,-101.548889,46.978092
3031909,ND,Bison Wind 1B,2012.0,8,24.0,-101.528191,47.004093
3031913,ND,Bison Wind 3,2012.0,35,105.0,-101.517792,46.964993
3031941,OH,Lincoln Electric,2011.0,1,2.5,-81.525696,41.58469
3031994,WY,Campbell Hill,2009.0,66,99.0,-105.99368999999999,43.049294
3032027,WY,Top of the World,2010.0,44,101.2,-105.769989,42.899494
3032141,CO,Kit Carson Project,2010.0,34,51.0,-102.289787,39.372093
3032387,AZ,Dry Lake II,2010.0,31,65.1,-110.204086,34.598194
3032405,ID,Tuana Springs,2010.0,8,16.8,-115.01718899999999,42.888195
3032408,WY,High Plains,2009.0,66,99.0,-106.05748700000001,41.667992
3032454,TX,Lubbock Wind Ranch,2010.0,1,2.5,-101.765289,33.569294
3032457,OR,Vansycle II,2009.0,43,98.9,-118.68928500000001,45.952194
3032500,AK,Nome,2008.0,18,0.9,-165.431473,64.562302
3032527,MT,Diamond Willow extension,2010.0,7,10.5,-104.170486,46.267494
3032534,OK,Blue Canyon V,2009.0,66,99.0,-98.508492,34.831795
3032600,OR,Biglow Canyon III,2010.0,76,174.8,-120.56978600000001,45.661194
3032798,OK,Elk City,2009.0,43,98.9,-99.95179,35.534794
3032840,CA,Solano Phase 3,2012.0,31,55.8,-121.79198500000001,38.071692999999996
3032859,WA,Sagebrush (Kittitas Valley),2010.0,48,100.8,-120.713486,47.144093
3032897,AK,Toksook Bay,2010.0,4,0.4,-165.112076,60.5271
3032902,AK,Chevak,2009.0,4,0.4,-165.610184,61.525402
3032920,WY,McFadden Ridge,2009.0,19,28.5,-106.03778799999999,41.654892
3032935,TX,Cedro Hill,2010.0,100,150.0,-98.977592,27.534294
3032995,WA,Windy Point IIa (Windy Flats Extension),2009.0,26,59.8,-120.850388,45.720993
3033021,AK,Unalakleet,2009.0,6,0.6,-160.770172,63.911499
3033027,TX,Penescal II,2010.0,84,201.6,-97.57309000000001,27.073496000000002
3033110,CA,Alta I,2010.0,100,150.0,-118.362022,35.035137
3033115,WY,Dunlap,2010.0,74,111.0,-106.20778700000001,42.007793
3033189,TX,Pantex Renewable Energy Project,2014.0,5,11.5,-101.53949,35.322693
3033201,WA,Juniper Canyon,2011.0,63,151.2,-120.281784,45.968594
3033240,WA,Big Horn 2,2010.0,25,50.0,-120.26088700000001,45.918995
3033255,OK,Taloga,2011.0,54,129.6,-98.985291,35.882095
3033260,CA,Pine Tree extension,2010.0,10,15.0,-118.175285,35.234493
3033447,CO,Pueblo Towers,2010.0,1,1.8,-104.621391,38.163395
3033463,CO,Cedar Point,2011.0,139,250.2,-103.74799300000001,39.361694
3033602,OR,Shepherds Flat,2011.0,82,205.0,-120.11978899999998,45.753693
3033618,OR,North Hurlburt,2012.0,24,60.0,-120.09078999999998,45.756596
3033660,OR,South Hurlburt,2012.0,116,290.0,-120.105186,45.719193
3033689,OR,Horseshoe Bend,2012.0,116,290.0,-119.97358700000001,45.598293
3033717,OR,Echo 8-9,2009.0,5,10.0,-119.45628400000001,45.647391999999996
3033776,ID,Goshen North,2010.0,83,124.5,-111.80938700000002,43.495396
3033858,OR,Star Point,2010.0,47,98.7,-120.52168300000001,45.530895
3033908,HI,Kaheawa Wind II,2012.0,14,21.0,-156.539291,20.798798
3033916,UT,Milford Phase II,2011.0,68,102.0,-112.89279199999999,38.596794
3033948,TX,Papaolote Creek II,2010.0,87,200.1,-97.334793,27.987795000000002
3034112,WI,Shirley,2010.0,8,20.0,-87.975494,44.336890999999994
3034117,MN,"Adams Wind Generations, LLC",2011.0,12,20.04,-94.731689,44.916992
3034128,MA,"Department of Correction, NCCI Gardner",2011.0,2,3.3,-71.937798,42.57819
3034129,MI,Stoney Corners III,2011.0,1,2.3,-85.263191,44.155991
3034136,MN,Danielson,2011.0,12,20.04,-94.74789399999999,45.071692999999996
3034146,NE,Laredo Ridge,2011.0,54,81.0,-98.01859300000001,41.839092
3034148,MI,Stoney Corners II,2010.0,9,18.45,-85.32399699999999,44.175090999999995
3034158,IA,"GWE, LLC",2012.0,2,4.0,-93.48009499999999,42.002891999999996
3034161,OH,Archbold Local Schools Wind Turbine,2012.0,1,0.75,-84.315895,41.515190000000004
3034162,OH,Pettisville Local Schools,2012.0,1,0.75,-84.22539499999999,41.527992
3034164,SD,Crow Lake,2010.0,58,87.0,-98.803993,43.864895000000004
3034183,ND,PrairieWinds Minot Wind 1,2002.0,2,2.6,-101.290787,48.023891
3034187,MA,Massachusetts National Cemetery,2010.0,1,0.05,-70.584602,41.673092
3034202,OH,Blue Creek,2012.0,152,304.0,-84.66409300000001,40.934193
3034214,PA,Sandy Ridge,2012.0,25,50.0,-78.23739599999999,40.753094
3034236,WV,Laurel Mountain,2011.0,61,97.6,-79.901299,38.955692
3034241,RI,Sandywoods,2012.0,1,0.275,-71.1539,41.620490999999994
3034276,KS,El Dorado Wind Power,2012.0,1,1.0,-96.851089,37.796993
3034287,MI,Lake Winds,2012.0,56,100.8,-86.324997,43.901691
3034342,PA,Turkey Hill Frey Farm,2011.0,2,3.2,-76.456902,39.958690999999995
3034345,OH,Timber Road II,2011.0,55,99.0,-84.705292,41.057491
3034398,MA,Philips Lightolier,2012.0,1,2.0,-71.116997,41.74609
