,case_id,t_state,p_name,p_year,p_tnum,p_cap,xlong,ylat
20311,3031514,MN,Norgaard (7 Projects),2006.0,7,8.75,-96.32579,44.314693
20401,3031613,MN,Wolf,2006.0,5,6.25,-95.777992,43.583393
20516,3031731,IA,Clark Thompson 1,2009.0,1,0.9,-93.592392,42.208092
20519,3031734,MN,Winona,2011.0,2,1.5,-91.923294,44.115390999999995
20639,3031857,IN,Tippecanoe Valley School Corporation,2011.0,1,0.9,-86.04409799999999,41.110991999999996
20678,3031896,MN,Woodstock Municipal Wind,2010.0,1,0.75,-96.22719599999999,44.024390999999994
20681,3031899,MD,Criterion,2010.0,28,70.0,-79.371796,39.339993
20685,3031905,VT,Dynapower,2010.0,1,0.1,-73.155098,44.442989000000004
20686,3031906,ND,Bison 1B (2011),2011.0,7,21.0,-101.554092,46.967293
20688,3031908,ND,Bison Wind 1A,2010.0,16,36.8,-101.548889,46.978092
20689,3031909,ND,Bison Wind 1B,2012.0,8,24.0,-101.528191,47.004093
20693,3031913,ND,Bison Wind 3,2012.0,35,105.0,-101.517792,46.964993
20721,3031941,OH,Lincoln Electric,2011.0,1,2.5,-81.525696,41.58469
20774,3031994,WY,Campbell Hill,2009.0,66,99.0,-105.99368999999999,43.049294
20807,3032027,WY,Top of the World,2010.0,44,101.2,-105.769989,42.899494
20919,3032141,CO,Kit Carson Project,2010.0,34,51.0,-102.289787,39.372093
21154,3032387,AZ,Dry Lake II,2010.0,31,65.1,-110.204086,34.598194
21172,3032405,ID,Tuana Springs,2010.0,8,16.8,-115.01718899999999,42.888195
21175,3032408,WY,High Plains,2009.0,66,99.0,-106.05748700000001,41.667992
21221,3032454,TX,Lubbock Wind Ranch,2010.0,1,2.5,-101.765289,33.569294
21224,3032457,OR,Vansycle II,2009.0,43,98.9,-118.68928500000001,45.952194
21267,3032500,AK,Nome,2008.0,18,0.9,-165.431473,64.562302
21294,3032527,MT,Diamond Willow extension,2010.0,7,10.5,-104.170486,46.267494
21301,3032534,OK,Blue Canyon V,2009.0,66,99.0,-98.508492,34.831795
21360,3032600,OR,Biglow Canyon III,2010.0,76,174.8,-120.56978600000001,45.661194
21558,3032798,OK,Elk City,2009.0,43,98.9,-99.95179,35.534794
21600,3032840,CA,Solano Phase 3,2012.0,31,55.8,-121.79198500000001,38.071692999999996
21619,3032859,WA,Sagebrush (Kittitas Valley),2010.0,48,100.8,-120.713486,47.144093
21657,3032897,AK,Toksook Bay,2010.0,4,0.4,-165.112076,60.5271
21661,3032902,AK,Chevak,2009.0,4,0.4,-165.610184,61.525402
21679,3032920,WY,McFadden Ridge,2009.0,19,28.5,-106.03778799999999,41.654892
21694,3032935,TX,Cedro Hill,2010.0,100,150.0,-98.977592,27.534294
21754,3032995,WA,Windy Point IIa (Windy Flats Extension),2009.0,26,59.8,-120.850388,45.720993
21780,3033021,AK,Unalakleet,2009.0,6,0.6,-160.770172,63.911499
21785,3033027,TX,Penescal II,2010.0,84,201.6,-97.57309000000001,27.073496000000002
21865,3033110,CA,Alta I,2010.0,100,150.0,-118.362022,35.035137
21870,3033115,WY,Dunlap,2010.0,74,111.0,-106.20778700000001,42.007793
21944,3033189,TX,Pantex Renewable Energy Project,2014.0,5,11.5,-101.53949,35.322693
21956,3033201,WA,Juniper Canyon,2011.0,63,151.2,-120.281784,45.968594
21991,3033240,WA,Big Horn 2,2010.0,25,50.0,-120.26088700000001,45.918995
22001,3033255,OK,Taloga,2011.0,54,129.6,-98.985291,35.882095
22006,3033260,CA,Pine Tree extension,2010.0,10,15.0,-118.175285,35.234493
22175,3033447,CO,Pueblo Towers,2010.0,1,1.8,-104.621391,38.163395
22190,3033463,CO,Cedar Point,2011.0,139,250.2,-103.74799300000001,39.361694
22325,3033602,OR,Shepherds Flat,2011.0,82,205.0,-120.11978899999998,45.753693
22340,3033618,OR,North Hurlburt,2012.0,24,60.0,-120.09078999999998,45.756596
22380,3033660,OR,South Hurlburt,2012.0,116,290.0,-120.105186,45.719193
22408,3033689,OR,Horseshoe Bend,2012.0,116,290.0,-119.97358700000001,45.598293
22435,3033717,OR,Echo 8-9,2009.0,5,10.0,-119.45628400000001,45.647391999999996
22492,3033776,ID,Goshen North,2010.0,83,124.5,-111.80938700000002,43.495396
22574,3033858,OR,Star Point,2010.0,47,98.7,-120.52168300000001,45.530895
22624,3033908,HI,Kaheawa Wind II,2012.0,14,21.0,-156.539291,20.798798
22632,3033916,UT,Milford Phase II,2011.0,68,102.0,-112.89279199999999,38.596794
22663,3033948,TX,Papaolote Creek II,2010.0,87,200.1,-97.334793,27.987795000000002
22824,3034112,WI,Shirley,2010.0,8,20.0,-87.975494,44.336890999999994
22827,3034117,MN,"Adams Wind Generations, LLC",2011.0,12,20.04,-94.731689,44.916992
22838,3034128,MA,"Department of Correction, NCCI Gardner",2011.0,2,3.3,-71.937798,42.57819
22839,3034129,MI,Stoney Corners III,2011.0,1,2.3,-85.263191,44.155991
22846,3034136,MN,Danielson,2011.0,12,20.04,-94.74789399999999,45.071692999999996
22855,3034146,NE,Laredo Ridge,2011.0,54,81.0,-98.01859300000001,41.839092
22857,3034148,MI,Stoney Corners II,2010.0,9,18.45,-85.32399699999999,44.175090999999995
22866,3034158,IA,"GWE, LLC",2012.0,2,4.0,-93.48009499999999,42.002891999999996
22869,3034161,OH,Archbold Local Schools Wind Turbine,2012.0,1,0.75,-84.315895,41.515190000000004
22870,3034162,OH,Pettisville Local Schools,2012.0,1,0.75,-84.22539499999999,41.527992
22872,3034164,SD,Crow Lake,2010.0,58,87.0,-98.803993,43.864895000000004
22889,3034183,ND,PrairieWinds Minot Wind 1,2002.0,2,2.6,-101.290787,48.023891
22893,3034187,MA,Massachusetts National Cemetery,2010.0,1,0.05,-70.584602,41.673092
22902,3034202,OH,Blue Creek,2012.0,152,304.0,-84.66409300000001,40.934193
22914,3034214,PA,Sandy Ridge,2012.0,25,50.0,-78.23739599999999,40.753094
22929,3034236,WV,Laurel Mountain,2011.0,61,97.6,-79.901299,38.955692
22934,3034241,RI,Sandywoods,2012.0,1,0.275,-71.1539,41.620490999999994
22966,3034276,KS,El Dorado Wind Power,2012.0,1,1.0,-96.851089,37.796993
22977,3034287,MI,Lake Winds,2012.0,56,100.8,-86.324997,43.901691
23032,3034342,PA,Turkey Hill Frey Farm,2011.0,2,3.2,-76.456902,39.958690999999995
23035,3034345,OH,Timber Road II,2011.0,55,99.0,-84.705292,41.057491
23087,3034398,MA,Philips Lightolier,2012.0,1,2.0,-71.116997,41.74609
23091,3034402,PA,South Chestnut,2012.0,23,46.0,-79.733299,39.751694
23093,3034404,MA,Hoosac,2012.0,19,28.5,-73.041397,42.740589
23096,3034407,OH,Kenston School District,2012.0,1,0.75,-81.305298,41.39389
23099,3034410,MI,Gratiot County,2012.0,69,110.4,-84.518196,43.383293
23101,3034412,IL,Settler's Trail,2011.0,94,150.4,-87.621094,40.689293
23111,3034422,OH,Clay High School,2012.0,1,0.9,-83.413498,41.657191999999995
23112,3034423,IA,Bulldog,2010.0,1,1.5,-94.44049100000001,41.225693
23114,3034425,NE,Springview II Wind Facility,2011.0,2,3.0,-99.77739,42.825794
23122,3034433,NY,Marble River,2012.0,70,215.25,-73.940201,44.868893
23125,3034436,MA,Air Force (Barnstable),2009.0,1,1.5,-70.591103,41.657692
23146,3034460,ME,Kibby Mountain II,2010.0,22,66.0,-70.555,45.345692
23173,3034487,MA,Berkshire East Ski Area,2010.0,1,0.9,-72.866798,42.616291
23187,3034503,MA,Mount Wachusett Wind Farm,2009.0,2,3.0,-71.983597,42.590691
23188,3034504,IA,Elk,2011.0,17,42.5,-91.374893,42.611893
23202,3034519,IA,Pomeroy (expansion),2011.0,13,29.9,-94.794495,42.563891999999996
23215,3034532,MN,Oak Glen Wind Project,2011.0,24,43.2,-93.10849,43.924294
23241,3034560,IA,Laurel,2011.0,52,119.6,-92.95229300000001,41.889294
23306,3034626,NH,Groton,2012.0,24,48.0,-71.786201,43.762890000000006
23420,3034741,NE,Flat Water,2010.0,40,60.0,-95.860191,40.001991
23458,3034780,ME,Spruce Mountain,2011.0,10,20.0,-70.550896,44.423790000000004
23468,3034790,IA,New Harvest,2012.0,50,100.0,-95.48259,42.148594
23561,3034883,ND,Baldwin,2010.0,64,102.4,-100.75489,47.094093
23633,3034957,IN,West Central School Corporation,2012.0,1,0.9,-86.885483,41.027817
23638,3034962,WI,Glacier Hills,2011.0,90,162.0,-89.041794,43.559891
23672,3034996,OH,Cuyahoga County Fairgrounds,2012.0,1,0.5,-81.83919499999999,41.366493
23673,3034997,IA,Wolverine,2010.0,1,1.5,-94.44479399999999,41.393093
23681,3035007,IA,Kirkwood Community College,2012.0,1,2.5,-91.650894,41.916592
23815,3035141,ND,Ashtabula III,2010.0,39,62.4,-97.915291,47.200790000000005
23851,3035178,PA,Mehoopany,2012.0,65,104.0,-76.045601,41.439793
23936,3035264,IA,Little Cedar,2011.0,1,1.5,-92.760696,43.384392
24004,3035333,SD,South Dakota Wind Partners,2011.0,7,10.5,-98.83489200000001,43.919792
24060,3035392,OH,ONU Wind,2010.0,3,1.2,-83.843292,40.766693
24063,3035395,IL,Brown County Wind Turbine,2011.0,1,1.5,-90.699394,39.973492
24104,3035443,MN,Valley View,2011.0,5,10.0,-96.00729399999999,43.905193
24115,3035455,MA,No Fossil Fuel - Kingston,2012.0,3,6.0,-70.730202,41.970591999999996
24117,3035457,IA,Traer Wind,2011.0,1,1.5,-92.442696,42.161293
24118,3035458,OH,Pick-a-Part Turbine,2012.0,1,0.1,-81.946899,41.326893
24121,3035461,MN,Ridgewind,2010.0,11,25.3,-96.080894,44.009693
24131,3035472,IA,AG Land 1,2012.0,1,1.6,-93.325691,42.20639
24200,3035541,OK,Minco Wind,2010.0,62,99.2,-98.064194,35.298595
24213,3035554,OK,Big Smile Wind Farm at Dempsey Ridge,2012.0,66,132.0,-99.853088,35.548393
24234,3035575,CA,Alta V,2011.0,56,168.0,-118.24938999999999,35.022797
24241,3035582,CA,Mustang Hills,2012.0,6,18.0,-118.24108899999999,35.031494
24242,3035583,CA,Alta VIII (partial),2011.0,43,129.0,-118.25238799999998,34.988796
24245,3035586,CA,Alta II,2010.0,50,150.0,-118.22679099999999,35.036095
24310,3035651,CA,Brookfield Tehachapi 2,2012.0,7,21.0,-118.24148600000001,35.050194
24324,3035665,TX,NORESCO,2009.0,1,0.1,-101.507591,32.227596000000005
24334,3035676,CA,Alta VI (partial),2011.0,44,132.0,-118.32608799999998,35.012295
24339,3035699,CA,Manzana Winds,2012.0,126,189.0,-118.473991,34.960194
24349,3035736,CA,Alta IV,2011.0,34,102.0,-118.25448600000001,35.036995000000005
24352,3035745,CA,Alta III,2011.0,50,150.0,-118.30316200000001,35.006298
24389,3035854,AK,Toksook Bay Expansion,2010.0,1,0.1,-165.116974,60.526302
24390,3035855,CA,Barstow Marine Logistics Base,2009.0,1,1.5,-116.95978500000001,34.862396000000004
24391,3035856,OK,Keenan II,2010.0,66,151.8,-99.566795,36.273895
24484,3035953,CA,Hatchett Ridge,2010.0,44,101.2,-121.751686,40.860794
24528,3035997,ID,Golden Valley,2011.0,8,12.0,-113.92718500000001,42.432896
24550,3036020,AK,Gambell Wind,2010.0,3,0.3,-171.711578,63.778801
24553,3036023,NM,Macho Springs Wind Farm I,2011.0,28,50.4,-107.52139299999999,32.575497
24584,3036061,ID,Sawtooth,2011.0,14,22.4,-115.38438400000001,42.972195
24589,3036067,TX,Frisco,2012.0,10,20.0,-101.62149000000001,36.498492999999996
24600,3036079,TX,Apogee Stadium Wind,2012.0,3,0.3,-97.160995,33.201195
24603,3036082,ID,Milner Dam,2011.0,13,19.5,-114.02349099999999,42.447796000000004
24617,3036096,OK,Chisholm View,2012.0,140,235.2,-97.581192,36.595295
24618,3036097,OK,Blue Canyon VI,2011.0,55,99.0,-98.586395,34.934593
24676,3036155,ID,Burley Butte,2011.0,13,19.5,-113.92388899999999,42.483395
24680,3036163,ID,Yahoo Creek,2010.0,14,21.0,-114.98638899999999,42.764996000000004
24682,3036165,OK,KODE Novus II,2012.0,20,40.0,-101.500793,36.554794
24702,3036185,OK,KODE Novus I,2012.0,40,80.0,-101.384888,36.542792999999996
24731,3036214,TX,Trinity Hills,2012.0,90,225.0,-98.75829300000001,33.450195
24866,3036350,AZ,Kingman,2011.0,5,10.0,-114.071091,35.147797
24878,3036362,ID,Oregon Trail,2011.0,9,13.5,-114.99028799999999,42.833595
24892,3036381,TX,Golden Spread Panhandle Wind Ranch,2011.0,34,78.2,-102.210289,35.245396
24926,3036418,ID,Tuana Gulch,2011.0,7,10.5,-114.969284,42.830795
24933,3036425,ID,Camp Reed,2010.0,15,22.5,-115.05998999999998,42.805794
24940,3036432,ID,Payne's Ferry,2010.0,14,21.0,-115.006386,42.816795
24952,3036444,ID,Pilgrim Stage Station,2011.0,7,10.5,-115.00088500000001,42.786392
24977,3036471,CA,Windstar,2012.0,37,74.0,-118.379189,35.058193
25035,3036535,AZ,Perrin Ranch,2012.0,62,99.2,-112.29479199999999,35.477295
25042,3036543,ID,Salmon Falls,2011.0,14,21.0,-114.989883,42.694893
25170,3036694,CA,Montezuma,2010.0,16,36.8,-121.79918700000002,38.172394
25185,3036710,CA,Mountain View IV,2012.0,49,49.0,-116.57569099999999,33.883293
25234,3036761,AK,Sand Point,2012.0,2,1.0,-160.490585,55.344799
25324,3036851,ID,Power County,2011.0,18,45.0,-112.75508899999998,42.746895
25325,3036853,WA,Lower Snake River Phase I,2011.0,94,216.2,-117.86178600000001,46.521194
25430,3036958,AK,Emmonak 1,2011.0,4,0.4,-164.55728100000002,62.783198999999996
25437,3036966,CA,Vasco (repower),2011.0,34,78.2,-121.70428500000001,37.784794
25441,3036971,CO,Cedar Creek II,2011.0,60,150.0,-103.736389,40.905693
25623,3037156,AK,Shaktoolik,2012.0,2,0.2,-161.202072,64.360191
25664,3037199,CA,Inland Empire Utility Agency,2011.0,1,1.0,-117.52638999999999,34.084896
25666,3037202,TX,Ralls Wind Farm,2011.0,5,10.0,-101.39408900000001,33.661293
25674,3037210,NM,Red Mesa,2010.0,64,102.4,-107.370392,35.244392
25741,3037279,OK,Crossroads,2011.0,85,195.5,-98.85659,36.096596000000005
25840,3037379,MI,Tuscola Bay Wind,2012.0,67,107.2,-83.674194,43.500393
25844,3037383,IL,Pioneer Trail,2011.0,94,150.4,-88.009491,40.450092
25845,3037384,KS,Post Rock,2012.0,134,201.0,-98.40889,38.889793
25850,3037389,MI,Michigan Wind II,2011.0,50,90.0,-82.802696,43.654590999999996
25876,3037415,ND,Bison Wind 2,2012.0,35,105.0,-101.630791,46.923092
25890,3037429,KS,Flat Ridge Wind Farm,2009.0,40,100.0,-98.536392,37.385692999999996
25931,3037472,MI,Harvest II,2012.0,33,59.4,-83.272797,43.853493
25962,3037503,KS,Ironwood I,2012.0,73,167.9,-99.740189,37.815692999999996
25966,3037507,PA,Laurel Hill,2012.0,30,69.0,-76.97399899999999,41.549191
25977,3037518,ME,Record Hill,2011.0,22,50.6,-70.627701,44.63369
25979,3037520,KS,Cimarron II,2012.0,57,131.1,-100.357292,37.934994
25989,3037530,MN,Big Blue Wind Farm,2012.0,18,36.0,-94.242889,43.64439
26009,3037550,IA,Flying Cloud,2003.0,29,43.5,-95.343689,43.377392
26040,3037581,MI,McKinley Wind Park,2012.0,9,14.4,-83.266632,43.893570000000004
26048,3037589,IA,Luther College,2011.0,1,1.6,-91.817696,43.309093
26053,3037594,IA,Roeder Farms,2011.0,1,1.6,-93.28319499999999,43.297290999999994
26054,3037595,IA,Wind Walkers,2011.0,1,1.6,-93.221489,43.384693
26063,3037604,MI,Sigel Wind Park,2012.0,40,64.0,-82.801796,43.914291
26116,3037657,CO,Limon II,2012.0,125,200.0,-103.572792,39.311091999999995
26149,3037690,IL,Testa Produce,2011.0,1,0.75,-87.653992,41.810691999999996
26152,3037693,IN,Northwestern School Corporation,2012.0,1,0.9,-86.204498,40.523193
26163,3037704,MA,Charlestown Wind Turbine,2011.0,1,1.5,-71.070999,42.391490999999995
26167,3037708,MI,Heritage Garden,2012.0,14,28.0,-86.557838,45.791431
26189,3037731,KS,Flat Ridge 2 Expansion,2012.0,32,51.2,-98.10719300000001,37.381794
26218,3037762,IA,AG Land 6,2012.0,1,1.6,-93.63679499999999,42.335491
26219,3037763,IA,AG Land 5,2012.0,1,1.6,-93.63209499999999,42.335491
26253,3037798,IA,Rippey,2012.0,20,50.0,-94.231491,41.990192
26259,3037804,IA,Eclipse,2012.0,87,200.1,-94.736191,41.522490999999995
26400,3037945,MN,Prairie Rose,2012.0,119,199.92,-96.329193,43.803692
26513,3038059,MA,Fairhaven Wind,2012.0,2,3.0,-70.8722,41.637192
26514,3038060,KS,Spearville 3,2012.0,63,100.8,-99.812187,37.875393
26595,3038143,KS,Shooting Star,2012.0,65,104.0,-99.46189100000001,37.498196
26604,3038152,IL,Bishop Hill II,2012.0,50,81.0,-90.160995,41.259192999999996
26653,3038202,NE,Petersburg,2011.0,27,40.5,-97.916794,41.866493
26657,3038206,IA,Hawkeye,2012.0,15,37.5,-91.99659,42.928492999999996
26705,3038255,IA,AG Land 3,2012.0,1,1.6,-93.43199200000001,42.145592
26706,3038256,IA,AG Land 2,2012.0,1,1.6,-93.428093,42.146091
26707,3038257,IA,AG Land 4,2012.0,1,1.6,-93.354897,41.904194
26711,3038262,KS,Ensign,2012.0,4,9.2,-100.298393,37.630695
26762,3038313,IA,Junction Hilltop Wind,2012.0,5,8.0,-94.26299300000001,42.103794
26764,3038315,MN,Lakeswind,2014.0,32,48.0,-96.276894,46.668892
26845,3038398,MN,University of MN -- Morris,2011.0,1,1.65,-95.877892,45.58469
26851,3038404,NE,Broken Bow I,2012.0,50,80.0,-99.572693,41.471394000000004
26863,3038416,IL,MUTI Wind Turbine,2010.0,1,0.1,-87.851395,41.09539
26873,3038427,IL,Bishop Hill I,2012.0,49,79.38,-90.240997,41.186192
27078,3038633,ND,Pembina Border Station,2012.0,1,1.0,-97.241592,48.996891
27149,3038704,KS,Cimarron I,2012.0,72,165.6,-100.307991,37.848194
27381,3038938,IL,Shady Oaks,2012.0,3,7.5,-89.125496,41.705193
27517,3039074,IA,Pioneer Grove,2012.0,1,3.0,-91.23419200000001,41.850891
27581,3039140,IA,Franklin County,2012.0,60,99.0,-93.254791,42.572594
27645,3039206,OH,Cooper Farms,2012.0,2,3.0,-84.558998,40.914592999999996
27648,3039209,MD,Roth Rock,2011.0,20,50.0,-79.4674,39.254791
27687,3039249,IL,California Ridge,2012.0,134,217.08,-87.86299100000001,40.177094
27700,3039262,IA,Story City Wind,2011.0,1,1.5,-93.598991,42.207893
27715,3039277,MA,AFCEE MMR Turbines,2011.0,2,3.0,-70.545303,41.757591
27730,3039292,MA,Kingston,2012.0,1,2.0,-70.715897,41.978790000000004
27737,3039300,RI,Field's Point Wastewater Treatment Facilit,2012.0,3,4.5,-71.389801,41.792789
27743,3039306,OH,Haviland Wind Project,2012.0,1,1.5,-84.587593,41.015991
28192,3039762,TX,Los Vientos I,2012.0,87,200.1,-97.563194,26.291696999999996
28193,3039763,TX,Los Vientos II,2012.0,84,201.6,-97.747093,26.358995
28283,3039865,CA,Nestle Waters,2012.0,2,3.0,-116.74848899999999,33.916393
28292,3039874,OK,Rocky Ridge I,2012.0,93,148.8,-99.00099200000001,35.068695
28304,3039886,TX,Magic Valley,2012.0,112,203.28,-97.70179,26.476596999999998
28305,3039887,CO,Busch Ranch,2012.0,16,28.8,-104.455887,37.772896
28341,3039927,OK,Minco II,2011.0,63,100.8,-98.09229300000001,35.367492999999996
28398,3039988,WA,Palouse,2012.0,58,104.4,-117.35878799999999,47.170494
28415,3040005,CA,Montezuma Winds II,2012.0,34,78.2,-121.82038899999999,38.138096000000004
28419,3040009,CA,Robertsons Ready Mix,2012.0,2,3.2,-116.81138600000001,33.914597
28449,3040039,CA,Palm Springs (repower),2011.0,33,49.5,-116.56829099999999,33.922096
28455,3040045,NV,Spring Valley,2012.0,66,151.8,-114.47858400000001,39.074696
28474,3040064,ID,High Mesa,2012.0,19,39.9,-115.03818500000001,42.901196
28478,3040068,CA,Pacific Wind,2012.0,70,143.5,-118.424484,34.923096
28495,3040085,CA,Anheuser-Busch Fairfield,2011.0,1,1.5,-122.08928700000001,38.232296000000005
28513,3040110,NM,Wildcat Wind Project,2012.0,13,27.3,-103.28519399999999,32.952896
28524,3040121,CO,Limon I,2012.0,125,200.0,-103.789291,39.376293
28804,3040412,CA,Cemex Madison,2012.0,1,1.5,-121.93518799999998,38.687595
28814,3040429,OK,Blackwell,2012.0,26,59.8,-97.460495,36.862995
28871,3040488,OK,Minco III,2012.0,63,100.8,-98.190392,35.400795
28977,3040605,CA,Walmart Red Bluff,2012.0,1,1.5,-122.193886,40.111195
28978,3040606,ID,Rockland,2011.0,44,79.2,-112.97918700000001,42.667496
29022,3040650,TX,Majestic II,2012.0,20,30.0,-101.603088,35.397896
29160,3040788,AK,Eva Creek,2012.0,12,24.6,-148.944778,64.069
29263,3040893,HI,Kahuku,2011.0,12,30.0,-157.983994,21.681997
29377,3041009,CA,Shiloh III,2011.0,46,94.3,-121.860786,38.181995
29488,3041123,CA,Safeway Tracy,2011.0,2,2.0,-121.52188899999999,37.714294
29490,3041126,TX,Baffin,2015.0,101,202.0,-97.497261,27.197195
29497,3041133,CA,Wagner,2012.0,2,6.0,-116.55558799999999,33.908894000000004
29500,3041138,MT,Gordon Butte,2012.0,6,9.0,-110.33168799999999,46.417491999999996
29615,3041257,AK,Quinhagak,2010.0,3,0.3,-161.91308600000002,59.740299
29621,3041263,CO,Wray School District,2008.0,1,0.9,-102.22328900000001,40.050995
29623,3041265,AK,Kotzebue Wind Project,2012.0,2,1.8,-162.563126,66.83665500000001
29724,3041366,HI,Auwahi Wind,2012.0,8,24.0,-156.31858799999998,20.603098000000003
29790,3041438,TX,Suzlon Project VII,2011.0,1,2.1,-102.270988,35.749596000000004
29796,3041444,AK,Pillar Mountain II,2012.0,3,4.5,-152.460083,57.783501
29806,3041454,CA,Pinyon Pines I,2012.0,56,168.0,-118.23588600000001,35.045795
29824,3041474,ID,Horse Butte,2012.0,32,57.6,-111.743385,43.386295000000004
30016,3041669,IL,Grand Ridge III/IV,2009.0,40,60.0,-88.725594,41.173893
30021,3041675,IA,Pocahontas Prairie,2012.0,40,80.0,-94.68249499999999,42.578392
30022,3041676,KS,Caney River,2011.0,111,199.8,-96.418289,37.427494
30033,3041687,IA,Morning Light,2012.0,44,101.2,-94.619392,41.485794
30084,3041739,NY,Steel Winds II,2012.0,6,15.0,-78.8591,42.801891
30088,3041743,MI,Minden Wind Park,2012.0,20,32.0,-82.797699,43.622593
30105,3041760,IA,Vienna,2012.0,45,105.75,-92.694092,42.152190999999995
30117,3041772,IA,Vienna II,2013.0,19,44.65,-92.82069399999999,42.14389
30144,3041799,MA,Scituate Wind,2012.0,1,1.5,-70.7285,42.175090999999995
30169,3041824,PA,Patton Wind Farm,2012.0,15,30.0,-78.69609799999999,40.630691999999996
30193,3041850,ND,Lake Region State College Wind Turbine,2013.0,1,1.6,-98.888092,48.166393
30194,3041851,RI,Block Island,2016.0,5,30.0,-71.507561,41.125713
30306,3041966,RI,North Kingstown Green,2012.0,1,1.5,-71.4869,41.581593
30373,3042037,WI,Cashton Greens,2012.0,2,5.0,-90.80439,43.739094
30375,3042039,MI,Beebe Community Wind,2012.0,34,81.6,-84.493996,43.273193
30377,3042041,MI,Beebe 1B,2014.0,21,50.4,-84.536713,43.295821999999994
30412,3042077,MA,University of Massachussetts Dartmouth,2012.0,1,0.6,-71.010597,41.62669
30413,3042078,PA,Twin Ridges,2012.0,23,47.15,-78.92319499999999,39.726890999999995
30496,3042168,WI,SC Johnson Waxdale Plant,2012.0,2,3.0,-87.888039,42.713242
30497,3042169,IA,Carroll Area,2015.0,9,20.0,-94.89489,41.932171000000004
30557,3042230,MI,Echo,2014.0,70,112.0,-83.193794,43.928593
30613,3042287,OH,Cooper Farms Amendment,2012.0,1,1.5,-84.566795,40.910892
30616,3042290,KS,Buffalo Dunes,2013.0,135,249.75,-101.001389,37.654694
30749,3042423,ME,Bull Hill,2012.0,19,34.2,-68.171402,44.72699
30750,3042424,NY,Zotos,2011.0,2,3.3,-76.968399,42.887093
30753,3042427,MI,Brookfield Wind Park,2014.0,44,74.8,-83.264893,43.751694
30754,3042429,MI,Pheasant Run I,2013.0,44,74.8,-83.225594,43.767990000000005
30771,3042447,MN,Community Wind North,2011.0,12,30.0,-96.429291,44.265491
30821,3042500,NE,Crofton Bluffs,2012.0,20,36.0,-97.550206,42.695756
30828,3042507,MA,Equity Industrial Partners,2012.0,2,4.0,-70.65720400000001,42.62669
30840,3042519,IL,Minonk,2012.0,100,200.0,-88.89409599999999,40.837193
30867,3042546,MN,Community Wind South,2012.0,15,30.75,-95.78609499999999,43.708092
30919,3042601,WV,Beech Ridge,2010.0,67,100.5,-80.506096,38.050391999999995
31105,3042789,KS,Fort Hays State University,2013.0,2,4.0,-99.403389,38.875893
31106,3042790,IA,Wiota Wind,2012.0,1,1.6,-94.876793,41.391495
31107,3042791,IA,Forward Fontanelle,2012.0,1,1.6,-94.57069399999999,41.339591999999996
31108,3042792,IA,Greenfield Wind,2012.0,1,1.6,-94.488495,41.290493
31109,3042793,IA,Sky Volt,2012.0,1,1.68,-94.485191,41.290690999999995
31122,3042806,MA,Camelot Wind Project,2012.0,1,1.5,-70.644302,41.925491
31217,3042906,IL,Grand Ridge II,2009.0,34,51.0,-88.691597,41.188590999999995
31302,3043001,IL,Heartland Community College,2012.0,1,1.65,-89.01879100000001,40.536694
31330,3043030,WI,Galactic Wind,2012.0,6,9.9,-89.57169300000001,43.172592
31337,3043038,OH,Erie Industrial Park,2014.0,1,0.9,-83.035461,41.545433
31339,3043040,NE,Prairie Breeze,2014.0,118,200.6,-98.210594,41.950294
31357,3043058,MA,Applied Materials,2012.0,1,2.5,-70.649399,42.628192999999996
31404,3043105,MA,Ipswich II,2012.0,1,2.0,-70.846397,42.717293
31525,3043226,MI,Tuscola II,2013.0,59,100.3,-83.57693499999999,43.577965
31557,3043258,IA,Meadow Ridge,2012.0,1,1.6,-94.44628900000001,41.390095
31565,3043266,MI,Gratiot,2011.0,64,102.4,-84.513397,43.411091
31626,3043327,NJ,Bayonne Wind Energy Project,2012.0,1,1.5,-74.117699,40.652794
31790,3043492,CA,North Sky River,2012.0,100,162.0,-118.186485,35.347794
31817,3043519,CO,Colorado Highlands,2012.0,42,67.2,-102.762192,40.730892
31909,3043634,CA,Shiloh IV,2012.0,45,92.25,-121.860184,38.129795
31971,3043719,TX,Blue Summit,2012.0,23,36.8,-99.363396,34.307594
32057,3043806,CA,Cemex Black Mountain Quarry,2012.0,2,3.0,-117.112785,34.623196
32058,3043807,OK,Canadian Hills,2012.0,62,148.8,-98.195992,35.709496
32060,3043809,TX,Gaines Cavern Wind Project,2012.0,1,2.0,-103.062454,32.688553000000006
32094,3043843,CA,Cemex River Plant,2012.0,2,3.2,-117.30718999999999,34.561996
32189,3043944,TX,Bobcat Bluff,2012.0,100,150.0,-98.548447,33.502644000000004
32434,3044194,AK,Wales Wind Energy Project,2000.0,2,0.1,-168.086655,65.6157
32456,3044216,MT,Musselshell I,2012.0,7,10.0,-109.46578999999998,46.276993
32463,3044223,MT,Musselshell II,2012.0,7,10.0,-109.48998999999999,46.269394
32483,3044243,OK,Guthrie WWTP,2001.0,1,0.1,-97.435295,35.902493
32487,3044247,ID,Cold Springs,2012.0,60,138.0,-115.41698500000001,43.037791999999996
32610,3044371,CA,Superior Farms,2012.0,1,1.0,-121.81748999999999,38.420094
32614,3044375,TX,Stephens Ranch II,2015.0,92,164.68,-101.66484799999999,33.028564
